



,,,[80],,,[70],,,[60],,,[50],,,[40],,,[30]

,[0],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[1],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[2],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[3],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[4],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[5],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[6],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[7],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[8],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[9],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[10],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[11],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[12],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[13],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[14],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[15],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[16],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[17],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[18],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[19],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[20],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[21],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[22],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[23],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[24],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[25],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[26],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[27],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[28],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[29],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[30],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[31],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[32],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[33],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[34],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[35],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[36],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[37],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[38],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[39],,99,99,,0,1,,0,0,,0,0,,0,0,,0,0

,[40],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[41],,99,99,,99,99,,0,1,,0,0,,0,0,,0,0

,[42],,99,99,,99,99,,99,99,,0,0,,0,0,,0,0

,[43],,99,99,,99,99,,99,99,,0,1,,0,0,,0,0

,[44],,99,99,,99,99,,0,1,,99,99,,0,0,,0,0

,[45],,99,99,,0,1,,99,99,,0,0,,0,0,,0,0

,[46],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[47],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[48],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[49],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[50],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[51],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[52],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[53],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[54],,99,99,,99,99,,99,99,,99,99,,0,1,,0,1

,[55],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[56],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[57],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[58],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[59],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[60],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[61],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[62],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[63],,99,99,,99,99,,99,99,,99,99,,99,99,,0,0

,[64],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[65],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[66],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[67],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

,[68],,99,99,,99,99,,99,99,,99,99,,99,99,,99,99

